job_id,company,company_rating,location,company_size,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,scrapped_date,salary_avg_estimate_yr,job_state,desc_len,simple_job_title,generated_skills,simple_skills,num_keywords
1009128512280,SymphonyAI,3.9,"Englewood, CO",1001 to 5000 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.7,3.9,3.8,3.5,4.0,2024-02-16,82500.0,CO,4264,Data Analyst,"['{""key_words"": [""data-focused"", ""analytical skills"", ""financial analysis"", ""data and numerical analytics"", ""critical thinking aptitude"", ""advanced business writing skills"", ""Microsoft Office Suite"", ""Excel"", ""Access"", ""data presentation""]}']","{""key_words"": [""data-focused"", ""analytical skills"", ""financial analysis"", ""data and numerical analytics"", ""critical thinking aptitude"", ""advanced business writing skills"", ""Microsoft Office Suite"", ""Excel"", ""Access"", ""data presentation""]}",10
1009107505631,State of Missouri,3.2,"Jefferson City, MO",1001 to 5000 Employees,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.3,2.6,2.8,2.5,3.8,2024-02-16,66828.0,MO,4063,Data Analyst,"['{""key_words"": [""Tableau Desktop"", ""Tableau Prep Builder"", ""Tableau"", ""Excel"", ""PowerPoint"", ""Data analysis"", ""Data modeling"", ""Design"", ""SQL"", ""R"", ""Python"", ""Predictive analytics"", ""Machine learning"", ""Data security"", ""Data validation""]}']","{""key_words"": [""Tableau Desktop"", ""Tableau Prep Builder"", ""Tableau"", ""Excel"", ""PowerPoint"", ""Data analysis"", ""Data modeling"", ""Design"", ""SQL"", ""R"", ""Python"", ""Predictive analytics"", ""Machine learning"", ""Data security"", ""Data validation""]}",15
1009129118153,Chenega Corporation,3.6,"San Antonio, TX",5001 to 10000 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),3.0,3.5,3.2,3.2,3.5,2024-02-16,73593.0,TX,4863,Data Analyst,"['{""key_words"": [""Microsoft Suite"", ""Word"", ""Excel"", ""PowerPoint"", ""SharePoint"", ""Teams"", ""Access"", ""Outlook""]}']","{""key_words"": [""Microsoft Suite"", ""Word"", ""Excel"", ""PowerPoint"", ""SharePoint"", ""Teams"", ""Access"", ""Outlook""]}",8
1009097822686,BECK OIL COMPANY OF ILLI NOIS,,"Princeton, IL",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,63000.0,IL,2759,Data Analyst,"['{""key_words"": [""data analysis"", ""data collection"", ""SQL"", ""Tableau"", ""Excel"", ""Access"", ""business intelligence""]}']","{""key_words"": [""data analysis"", ""data collection"", ""SQL"", ""Tableau"", ""Excel"", ""Access"", ""business intelligence""]}",7
1009123910964,Columbia University,4.1,"New York, NY",10000+ Employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,3.9,3.6,3.9,3.6,3.9,2024-02-16,80000.0,NY,3035,Data Analyst,"['{""key_words"": [""large data sets"", ""relational databases"", ""SPSS"", ""SAS"", ""Tableau"", ""Epic"", ""financial operational performance indicators"", ""Microsoft Excel"", ""SQL"", ""R"", ""Python"", ""Java""]}']","{""key_words"": [""large data sets"", ""relational databases"", ""SPSS"", ""SAS"", ""Tableau"", ""Epic"", ""financial operational performance indicators"", ""Microsoft Excel"", ""SQL"", ""R"", ""Python"", ""Java""]}",12
1009112963741,Wahve,4.8,"Miami, FL",1 to 50 Employees,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.7,4.3,4.9,4.9,4.9,2024-02-16,73003.0,FL,2721,Data Analyst,"['{""key_words"": [""Data Analysis"", ""SQL Server Reporting Services (SSRS)"", ""SSIS Reporting"", ""Power BI"", ""Dynamics CRM"", ""Dynamics GP"", ""SharePoint"", ""Excel"", ""Power Query"", ""Power Pivot"", ""C#"", ""Visual Studio"", ""JavaScript"", ""CSS"", "".NET"", ""ASP"", ""JSON"", ""XML""]}']","{""key_words"": [""Data Analysis"", ""SQL Server Reporting Services (SSRS)"", ""SSIS Reporting"", ""Power BI"", ""Dynamics CRM"", ""Dynamics GP"", ""SharePoint"", ""Excel"", ""Power Query"", ""Power Pivot"", ""C#"", ""Visual Studio"", ""JavaScript"", ""CSS"", "".NET"", ""ASP"", ""JSON"", ""XML""]}",18
1009094099278,DSI Systems,,"Urbandale, IA",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,40000.0,IA,3289,Data Analyst,"['{""key_words"": [""MS Excel"", ""MS SQL"", ""MS SQL Reporting Services"", ""MS Visual Basic"", ""Domo"", ""accounting"", ""finance"", ""analytics""]}']","{""key_words"": [""MS Excel"", ""MS SQL"", ""MS SQL Reporting Services"", ""MS Visual Basic"", ""Domo"", ""accounting"", ""finance"", ""analytics""]}",8
1009086287750,Saint Francis Health System,3.8,"Tulsa, OK",10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),3.8,3.5,3.8,3.4,3.4,2024-02-16,66242.0,OK,5114,Data Analyst,"['{""key_words"": [""data analysis"", ""critical thinking"", ""project management"", ""resource management"", ""complex problem solving"", ""Microsoft Word"", ""Excel"", ""PowerPoint"", ""data utilization"", ""data interpretation"", ""data collection""]}']","{""key_words"": [""data analysis"", ""critical thinking"", ""project management"", ""resource management"", ""complex problem solving"", ""Microsoft Word"", ""Excel"", ""PowerPoint"", ""data utilization"", ""data interpretation"", ""data collection""]}",11
1009107460069,Chamberlain Advisors LLC,4.5,"Bannockburn, IL",51 to 200 Employees,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),5.0,4.0,5.0,5.0,4.5,2024-02-16,69310.0,IL,4121,Data Analyst,"['{""key_words"": [""Alteryx"", ""Tableau"", ""Salesforce"", ""Excel"", ""SQL"", ""Data Loader""]}']","{""key_words"": [""Alteryx"", ""Tableau"", ""Salesforce"", ""Excel"", ""SQL"", ""Data Loader""]}",6
1009123734690,Gartner,4.1,"Irving, TX",10000+ Employees,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),4.0,3.9,4.1,3.7,4.1,2024-02-16,101960.0,TX,8267,Data Analyst,"['{""key_words"": [""Problem Solving"", ""Hands-on experience"", ""large volumes of data"", ""Excel"", ""SQL"", ""Python/R"", ""PowerBI"", ""Collaboration"", ""Influencing"", ""Communication"", ""Data Analytics Lead"", ""Client Demand"", ""Content analytics"", ""Interaction analytics"", ""Demand sensing"", ""Staffing models"", ""Cost reporting"", ""Automation"", ""Standard reporting"", ""Ad-hoc analytics"", ""Root cause analysis"", ""Gartner’s data"", ""Analytic tools"", ""Reports & data infrastructure"", ""Identifying and Rolling out Improvement initiatives"", ""Ensuring data quality"", ""Data integrity"", ""Data consistency"", ""Advanced Statistical concepts"", ""Thinking critically"", ""Software development"", ""Large dataset analysis"", ""Data aggregation and visualization"", ""Data wrangling"", ""Data cleaning"", ""Data modeling"", ""Machine learning"", ""Clustering"", ""Regression"", ""Time series analysis""]}']","{""key_words"": [""Problem Solving"", ""Hands-on experience"", ""large volumes of data"", ""Excel"", ""SQL"", ""Python/R"", ""PowerBI"", ""Collaboration"", ""Influencing"", ""Communication"", ""Data Analytics Lead"", ""Client Demand"", ""Content analytics"", ""Interaction analytics"", ""Demand sensing"", ""Staffing models"", ""Cost reporting"", ""Automation"", ""Standard reporting"", ""Ad-hoc analytics"", ""Root cause analysis"", ""Gartner’s data"", ""Analytic tools"", ""Reports & data infrastructure"", ""Identifying and Rolling out Improvement initiatives"", ""Ensuring data quality"", ""Data integrity"", ""Data consistency"", ""Advanced Statistical concepts"", ""Thinking critically"", ""Software development"", ""Large dataset analysis"", ""Data aggregation and visualization"", ""Data wrangling"", ""Data cleaning"", ""Data modeling"", ""Machine learning"", ""Clustering"", ""Regression"", ""Time series analysis""]}",40
1009089953019,IStream Solutions,3.7,"Ashburn, VA",1 to 50 Employees,Company - Private,Computer Hardware Development,Information Technology,$1 to $5 million (USD),3.8,3.8,3.7,3.6,3.8,2024-02-16,102257.0,VA,386,Senior Data Analyst,"['{""key_words"": [""MongoDB"", ""NoSQL"", ""Python""]}']","{""key_words"": [""MongoDB"", ""NoSQL"", ""Python""]}",3
1009015956815,"TQI Solutions, Inc.",3.9,"Norfolk, VA",51 to 200 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.3,3.8,3.9,3.6,3.6,2024-02-16,87155.0,VA,3770,Junior Data Analyst,"['{""key_words"": [""Qlik"", ""Python"", ""SQL"", ""Tableau"", ""PowerBI"", ""Databricks"", ""Trifacta"", ""Data Science"", ""Data Visualization"", ""User Experience/Interface Design"", ""Data & Systems Engineering"", ""MS Office""]}']","{""key_words"": [""Qlik"", ""Python"", ""SQL"", ""Tableau"", ""PowerBI"", ""Databricks"", ""Trifacta"", ""Data Science"", ""Data Visualization"", ""User Experience/Interface Design"", ""Data & Systems Engineering"", ""MS Office""]}",12
1009091898552,Excelacom,3.2,"Denver, CO",51 to 200 Employees,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,3.3,3.4,2.8,3.0,3.3,2024-02-16,80000.0,CO,6207,Data Analyst,"['{""key_words"": [""SQL"", ""Teradata"", ""SQL Server"", ""Hadoop"", ""AWS"", ""self-service analytics"", ""reporting tools"", ""exploratory data analysis"", ""hypothesis testing"", ""forecasting models"", ""machine learning""]}']","{""key_words"": [""SQL"", ""Teradata"", ""SQL Server"", ""Hadoop"", ""AWS"", ""self-service analytics"", ""reporting tools"", ""exploratory data analysis"", ""hypothesis testing"", ""forecasting models"", ""machine learning""]}",11
1009107428772,Cornerstone Fitness Texas LLC,3.0,"San Antonio, TX",Unknown,Company - Public,Beauty & Wellness,Personal Consumer Services,Unknown / Non-Applicable,2.9,2.7,3.0,2.5,2.8,2024-02-16,60941.0,TX,3416,Data Analyst,"['{""key_words"": [""data analysis"", ""data modeling"", ""data reporting"", ""Excel"", ""financial modeling"", ""budgeting"", ""reporting"", ""Sage"", ""Intacct"", ""business models"", ""financial implications"", ""financial management"", ""accounting concepts"", ""data retrieval"", ""data sorting"", ""data analysis"", ""financial statements"", ""income statement"", ""cash flow"", ""balance sheet""]}']","{""key_words"": [""data analysis"", ""data modeling"", ""data reporting"", ""Excel"", ""financial modeling"", ""budgeting"", ""reporting"", ""Sage"", ""Intacct"", ""business models"", ""financial implications"", ""financial management"", ""accounting concepts"", ""data retrieval"", ""data sorting"", ""data analysis"", ""financial statements"", ""income statement"", ""cash flow"", ""balance sheet""]}",20
1009124244479,"Jewelers Mutual Insurance Company, SI",3.9,"Neenah, WI",201 to 500 Employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),3.7,4.2,3.8,3.6,3.8,2024-02-16,57384.0,WI,3753,Data Analyst,"['{""key_words"": [""SQL"", ""Power BI"", ""Python"", ""R"", ""big data"", ""cloud technology"", ""data profiling"", ""data visualization""]}']","{""key_words"": [""SQL"", ""Power BI"", ""Python"", ""R"", ""big data"", ""cloud technology"", ""data profiling"", ""data visualization""]}",8
1009034563543,Viant,3.8,"Irvine, CA",501 to 1000 Employees,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,3.6,3.7,3.5,3.6,3.7,2024-02-16,63500.0,CA,4550,Data Analyst,"['{""key_words"": [""SQL"", ""GBQ"", ""queries"", ""analytics"", ""trends"", ""data discrepancies""]}']","{""key_words"": [""SQL"", ""GBQ"", ""queries"", ""analytics"", ""trends"", ""data discrepancies""]}",6
1009122503088,Advanced Radiology Consultants,3.2,"Shelton, CT",51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),2.9,3.2,3.3,3.2,3.1,2024-02-16,72222.0,CT,3684,Data Analyst,"['{""key_words"": [""data mining"", ""data models"", ""database design development"", ""data segmentation"", ""SSRS"", ""Crystal Reports"", ""report writing"", ""Tableau"", ""Microsoft Dynamics"", ""EHR"", ""RIS"", ""PACS"", ""HIPAA"", ""PCI"", ""ITIL"", ""SQL Server"", ""MySQL""]}']","{""key_words"": [""data mining"", ""data models"", ""database design development"", ""data segmentation"", ""SSRS"", ""Crystal Reports"", ""report writing"", ""Tableau"", ""Microsoft Dynamics"", ""EHR"", ""RIS"", ""PACS"", ""HIPAA"", ""PCI"", ""ITIL"", ""SQL Server"", ""MySQL""]}",17
1009088237405,"Enlightened, Inc.",2.4,"Washington, DC",51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),1.8,1.8,2.0,2.0,1.9,2024-02-16,72000.0,DC,2268,Data Analyst,"['{""key_words"": [""SAS"", ""SQL"", ""MS Excel"", ""MS Access""]}']","{""key_words"": [""SAS"", ""SQL"", ""MS Excel"", ""MS Access""]}",4
1009127953753,North Carolina A&T State University,3.9,"Greensboro, NC",1001 to 5000 Employees,College / University,Colleges & Universities,Education,$100 to $500 million (USD),3.8,3.3,4.0,3.8,4.0,2024-02-16,52327.0,NC,8187,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Management"", ""Data Visualization"", ""Database Programming"", ""SQL"", ""Tableau"", ""Microsoft Office"", ""SAS"", ""R"", ""SPSS"", ""Banner Student"", ""Financial Aid"", ""Human Resources"", ""Student Data Mart"", ""Human Resources Data Marts"", ""Insight dashboards""]}']","{""key_words"": [""Data Analysis"", ""Data Management"", ""Data Visualization"", ""Database Programming"", ""SQL"", ""Tableau"", ""Microsoft Office"", ""SAS"", ""R"", ""SPSS"", ""Banner Student"", ""Financial Aid"", ""Human Resources"", ""Student Data Mart"", ""Human Resources Data Marts"", ""Insight dashboards""]}",16
1009125878270,San Francisco Health Plan,3.0,"San Francisco, CA",201 to 500 Employees,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),3.1,3.3,3.0,2.6,3.8,2024-02-16,128437.0,CA,4385,Data Analyst,"['{""key_words"": [""data analysis"", ""data quality"", ""data integration"", ""report development"", ""SQL"", ""HEDIs"", ""Claims"", ""Encounters"", ""Authorizations"", ""Case Management"", ""Cotiviti Quality Reporter"", ""Essette"", ""Jiva""]}']","{""key_words"": [""data analysis"", ""data quality"", ""data integration"", ""report development"", ""SQL"", ""HEDIs"", ""Claims"", ""Encounters"", ""Authorizations"", ""Case Management"", ""Cotiviti Quality Reporter"", ""Essette"", ""Jiva""]}",13
1009088238001,TriWest Healthcare Alliance,3.0,"Denver, CO",1001 to 5000 Employees,Company - Private,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),2.3,2.9,2.8,2.5,2.9,2024-02-16,77485.0,CO,4494,Data Analyst,"[',俐俐俐俐,']","{""key_words"": [""data analysis""]}",1
1009083202857,Managed Solution LLC,4.3,United States,51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.1,4.0,4.2,3.9,3.9,2024-02-16,57200.0,Remote,11534,Data Analyst,"['{""key_words"": [""data integration"", ""PowerBI"", ""Cognition360"", ""Microsoft Power Platform"", ""PowerShell"", ""SQL"", ""PowerPoint"", ""Outlook"", ""Teams"", ""Power Platform""]}']","{""key_words"": [""data integration"", ""PowerBI"", ""Cognition360"", ""Microsoft Power Platform"", ""PowerShell"", ""SQL"", ""PowerPoint"", ""Outlook"", ""Teams"", ""Power Platform""]}",10
1009128573608,St Joseph Hospital & Medical Center,3.8,"Phoenix, AZ",10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),3.7,3.8,3.7,3.1,3.5,2024-02-16,77854.4,AZ,4021,Data Analyst,"['{""key_words"": [""data quality"", ""data management"", ""data analytics"", ""SQL"", ""Excel"", ""Google Sheets""]}']","{""key_words"": [""data quality"", ""data management"", ""data analytics"", ""SQL"", ""Excel"", ""Google Sheets""]}",6
1009086588584,Verdani Partners,4.9,United States,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,5.0,4.3,5.0,4.8,4.7,2024-02-16,67500.0,Remote,4644,Junior Data Analyst,"['{""key_words"": [""Sustainability"", ""ENERGY STAR Portfolio Manager"", ""Excel"", ""Word"", ""PowerPoint"", ""Outlook"", ""Communication"", ""LEED"", ""GRESB"", ""GRI"", ""ASHRAE""]}']","{""key_words"": [""Sustainability"", ""ENERGY STAR Portfolio Manager"", ""Excel"", ""Word"", ""PowerPoint"", ""Outlook"", ""Communication"", ""LEED"", ""GRESB"", ""GRI"", ""ASHRAE""]}",11
1009119072491,Anchor Point Technology Resources,4.1,"Carmel, IN",51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),4.1,4.3,4.2,4.0,4.2,2024-02-16,59280.0,IN,2831,Data Analyst,"['{""key_words"": [""data interpretation"", ""quantitative analysis"", ""data manipulation"", ""statistical methods"", ""data quality management"", ""data scraping"", ""advanced visualization"", ""Power BI"", ""Power Automate"", ""SQL"", ""Python"", ""Tableau""]}']","{""key_words"": [""data interpretation"", ""quantitative analysis"", ""data manipulation"", ""statistical methods"", ""data quality management"", ""data scraping"", ""advanced visualization"", ""Power BI"", ""Power Automate"", ""SQL"", ""Python"", ""Tableau""]}",12
1009128143278,Calculated Hire,4.3,"Minneapolis, MN",51 to 200 Employees,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD),4.2,3.6,4.4,4.1,4.1,2024-02-16,55000.0,MN,845,Data Analyst,"['{""key_words"": [""data"", ""excel"", ""Power BI"", ""Power queries"", ""ERP""]}']","{""key_words"": [""data"", ""excel"", ""Power BI"", ""Power queries"", ""ERP""]}",5
1009035988545,Robert Half,3.8,"Tampa, FL",10000+ Employees,Company - Public,HR Consulting,Human Resources & Staffing,$5 to $10 billion (USD),3.7,3.5,3.6,3.5,3.7,2024-02-16,57200.0,FL,2967,Data Analyst,"['{""key_words"": [""analytical skills"", ""pivot tables"", ""graphs"", ""charts"", ""data tools"", ""object-oriented programming"", ""data analysis programs""]}']","{""key_words"": [""analytical skills"", ""pivot tables"", ""graphs"", ""charts"", ""data tools"", ""object-oriented programming"", ""data analysis programs""]}",7
1008976847863,Barilla,3.9,"Northbrook, IL",501 to 1000 Employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,3.1,3.6,3.9,3.5,3.9,2024-02-16,79917.0,IL,4792,Data Analyst,"['{""key_words"": [""Supply Chain Data Analysis"", ""Data Flow"", ""EDI"", ""APO"", ""SAP"", ""ERP""]}']","{""key_words"": [""Supply Chain Data Analysis"", ""Data Flow"", ""EDI"", ""APO"", ""SAP"", ""ERP""]}",6
1009110660732,Guidehouse,3.7,"Washington, DC",1001 to 5000 Employees,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.7,3.4,3.5,3.3,3.6,2024-02-16,88929.0,DC,4703,Data Analyst,"['{""key_words"": [""data management"", ""data analysis"", ""visualization"", ""data governance"", ""data quality"", ""standard operating procedures"", ""Tableau"", ""data collection"", ""data entry"", ""Python"", ""foreign assistance data""]}']","{""key_words"": [""data management"", ""data analysis"", ""visualization"", ""data governance"", ""data quality"", ""standard operating procedures"", ""Tableau"", ""data collection"", ""data entry"", ""Python"", ""foreign assistance data""]}",11
1009112972478,Wahve,4.8,"Rochester, NY",1 to 50 Employees,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,4.7,4.3,4.9,4.9,4.9,2024-02-16,71274.0,NY,2721,Data Analyst,"['{""key_words"": [""Data Analyst"", ""Data Warehouse"", ""Reporting"", ""Business Requirements"", ""User Groups"", ""Projects"", ""Customer Analysis"", ""C#"", ""Visual Studio"", ""JavaScript"", ""CSS"", "".NET"", ""ASP"", ""JSON"", ""XML"", ""SQL Server Reporting Services (SSRS)"", ""SSIS Reporting"", ""Power BI"", ""Dynamics CRM"", ""Dynamics GP"", ""SharePoint"", ""Excel"", ""Power Query"", ""Power Pivot"", ""Financial Services"", ""Insurance""]}']","{""key_words"": [""Data Analyst"", ""Data Warehouse"", ""Reporting"", ""Business Requirements"", ""User Groups"", ""Projects"", ""Customer Analysis"", ""C#"", ""Visual Studio"", ""JavaScript"", ""CSS"", "".NET"", ""ASP"", ""JSON"", ""XML"", ""SQL Server Reporting Services (SSRS)"", ""SSIS Reporting"", ""Power BI"", ""Dynamics CRM"", ""Dynamics GP"", ""SharePoint"", ""Excel"", ""Power Query"", ""Power Pivot"", ""Financial Services"", ""Insurance""]}",26
1009107344694,Amaze Systems,5.0,"Charlotte, NC",Unknown,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2024-02-16,130000.0,NC,2953,Data Analyst,"['{""key_words"": [""data analysis"", ""data mining"", ""ETL"", ""data warehouse"", ""BI"", ""RDBMS"", ""SQL"", ""DDL"", ""SQL Server"", ""DB2"", ""Guidewire Policy Center"", ""Guidewire Claims Center"", ""SAP FS-RI"", ""SAP FS-CD""]}']","{""key_words"": [""data analysis"", ""data mining"", ""ETL"", ""data warehouse"", ""BI"", ""RDBMS"", ""SQL"", ""DDL"", ""SQL Server"", ""DB2"", ""Guidewire Policy Center"", ""Guidewire Claims Center"", ""SAP FS-RI"", ""SAP FS-CD""]}",14
1009107412576,"Luster National, Inc.",4.4,"Covington, GA",1 to 50 Employees,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.5,4.2,4.5,4.0,4.0,2024-02-16,112500.0,GA,4535,Data Analyst,"['{""key_words"": [""Data analysis"", ""Data modeling"", ""Data storytelling"", ""PowerBI"", ""Excel"", ""Smartsheet"", ""SQL"", ""Tableau"", ""QlikView"", ""Azure"", ""AWS"", ""Viewpoint Vista"", ""Autodesk Construction Cloud"", ""Procore"", ""Primavera P6"", ""Microsoft Project""]}']","{""key_words"": [""Data analysis"", ""Data modeling"", ""Data storytelling"", ""PowerBI"", ""Excel"", ""Smartsheet"", ""SQL"", ""Tableau"", ""QlikView"", ""Azure"", ""AWS"", ""Viewpoint Vista"", ""Autodesk Construction Cloud"", ""Procore"", ""Primavera P6"", ""Microsoft Project""]}",16
1009082301102,Teambuilder,,United States,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,75000.0,Remote,1973,Data Analyst,"['{""key_words"": [""data analysis"", ""data visualization"", ""problem-solving"", ""data models"", ""SQL"", ""Python"", ""R"", ""Looker"", ""Tableau""]}']","{""key_words"": [""data analysis"", ""data visualization"", ""problem-solving"", ""data models"", ""SQL"", ""Python"", ""R"", ""Looker"", ""Tableau""]}",9
1009125879157,SFHP,,"San Francisco, CA",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,82500.0,CA,4837,Data Analyst,"['{""key_words"": [""data analysis"", ""SQL"", ""Cotiviti Quality Reporter"", ""Essette"", ""Jiva"", ""Advanced proficiency in SQL"", ""Strong data analysis and problem-solving skills""]}']","{""key_words"": [""data analysis"", ""SQL"", ""Cotiviti Quality Reporter"", ""Essette"", ""Jiva"", ""Advanced proficiency in SQL"", ""Strong data analysis and problem-solving skills""]}",7
1008947559950,Nabors Industries,3.8,"Houston, TX",10000+ Employees,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,3.6,3.7,3.8,3.5,3.8,2024-02-16,70667.0,TX,4146,Data Analyst,"['{""key_words"": [""data modeling"", ""reporting packages"", ""Power BI"", ""visualization languages"", ""analyze large datasets"", ""Python"", ""scripting languages"", ""write comprehensive reports"", ""PostGres"", ""Power BI"", ""perform complex statistical calculations"", ""automate statistical calculations via script"", ""PowerPoint"", ""MS Word"", ""Excel""]}']","{""key_words"": [""data modeling"", ""reporting packages"", ""Power BI"", ""visualization languages"", ""analyze large datasets"", ""Python"", ""scripting languages"", ""write comprehensive reports"", ""PostGres"", ""Power BI"", ""perform complex statistical calculations"", ""automate statistical calculations via script"", ""PowerPoint"", ""MS Word"", ""Excel""]}",15
1009042637272,Hamilton Lane,3.9,"Philadelphia, PA",201 to 500 Employees,Company - Public,Investment & Asset Management,Financial Services,$100 to $500 million (USD),3.7,3.2,4.0,3.7,3.5,2024-02-16,78691.0,PA,4634,Data Analyst,"['```json\n{\n""key_words"": [""data integration"", ""data analysis"", ""data governance"", ""data de-duping"", ""data tagging"", ""data quality"", ""data provenance"", ""Microsoft Office"", ""VBA"", ""SQL"", ""Access"", ""Power BI"", ""R"", ""Python"", ""database tools"", ""relational databases"", ""query tools"", ""large data sets"", ""problem-solving"", ""attention to detail"", ""multitasking"", ""markets experience""]\n}\n```']","{""key_words"": [""data integration"", ""data analysis"", ""data governance"", ""data de-duping"", ""data tagging"", ""data quality"", ""data provenance"", ""Microsoft Office"", ""VBA"", ""SQL"", ""Access"", ""Power BI"", ""R"", ""Python"", ""database tools"", ""relational databases"", ""query tools"", ""large data sets"", ""problem-solving"", ""attention to detail"", ""multitasking"", ""markets experience""]}",22
1009113859347,Elevate,3.5,"Charlotte, NC",501 to 1000 Employees,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.3,3.0,3.5,3.5,3.2,2024-02-16,50000.0,NC,4531,Data Analyst,"['{""key_words"": [""data entry"", ""data analysis"", ""business analytics"", ""PowerPoint"", ""Tableau"", ""communication"", ""teamwork"", ""leadership"", ""public speaking"", ""data visualization""]}']","{""key_words"": [""data entry"", ""data analysis"", ""business analytics"", ""PowerPoint"", ""Tableau"", ""communication"", ""teamwork"", ""leadership"", ""public speaking"", ""data visualization""]}",10
1009128535914,Palermo Villa Inc,3.2,"Milwaukee, WI",201 to 500 Employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,3.2,3.7,2.8,2.7,3.1,2024-02-16,100000.0,WI,3223,Data Analyst,"['{""key_words"": [""SQL"", ""Azure Data Factory"", ""Power BI"", ""Power BI Developer"", ""Data Warehouse"", ""Star Schema"", ""ETL pipelines"", ""data analysis"", ""data management""]}']","{""key_words"": [""SQL"", ""Azure Data Factory"", ""Power BI"", ""Power BI Developer"", ""Data Warehouse"", ""Star Schema"", ""ETL pipelines"", ""data analysis"", ""data management""]}",9
1009124678404,"Prevailance, Inc.",4.3,"Dahlgren, VA",51 to 200 Employees,Contract,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,3.9,4.2,4.1,4.1,4.3,2024-02-16,82500.0,VA,3061,Data Analyst,"['{""key_words"": [""Microsoft Excel"", ""Microsoft PowerPoint""]}']","{""key_words"": [""Microsoft Excel"", ""Microsoft PowerPoint""]}",2
1009107786611,Credit Union of America,4.0,"Wichita, KS",201 to 500 Employees,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,3.9,3.7,3.8,3.4,3.5,2024-02-16,61355.0,KS,2125,Data Analyst,"['{""key_words"": [""statistics"", ""SQL"", ""Tableau"", ""database queries"", ""report writing"", ""analytical skills"", ""data analysis""]}']","{""key_words"": [""statistics"", ""SQL"", ""Tableau"", ""database queries"", ""report writing"", ""analytical skills"", ""data analysis""]}",7
1009124121368,Legal Soft Solution,3.2,"Woodland Hills, CA",501 to 1000 Employees,Private Practice / Firm,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,2.8,3.1,3.1,3.1,3.3,2024-02-16,70247.0,CA,1953,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Management"", ""Statistical Analysis"", ""Data Visualization"", ""Database Management"", ""SQL"", ""Tableau"", ""Power BI"", ""Regression Analysis"", ""Machine Learning""]}']","{""key_words"": [""Data Analysis"", ""Data Management"", ""Statistical Analysis"", ""Data Visualization"", ""Database Management"", ""SQL"", ""Tableau"", ""Power BI"", ""Regression Analysis"", ""Machine Learning""]}",10
